join_order;execution_tree;time_total;mem_peak;time_load;mem_load;time_filters;mem_filters;time_joins;mem_joins
[0, 3, 4, 2, 1];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X](((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)))[XS]t.id=mc.movie_id;8.891679525375366;407638160;6.4966721534729;1316010462;8.279046535491943;877931136;[8.340853929519653, 8.439145565032959, 8.45422101020813, 8.89024305343628, 8.89167594909668];[407638160, 361117568, 256245063, 269103759, 466464]
[0, 4, 1, 2, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]mc.movie_id=mi_idx.movie_id;9.092811346054077;407638894;6.48988151550293;1316011408;8.504213809967041;877931648;[8.568407535552979, 8.613413095474243, 9.03321886062622, 9.091145753860474, 9.09280800819397];[407638894, 353601067, 280376265, 62069178, 465937]
[0, 4, 1, 2, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]mc.movie_id=mi_idx.movie_id;10.184875726699829;407637169;7.670890808105469;1316009190;9.549792289733887;877929971;[9.618680238723755, 9.689025640487671, 10.122788906097412, 10.183054685592651, 10.184872388839722];[407637169, 353599564, 280374699, 62067506, 464091]
[0, 4, 1, 2, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]mc.movie_id=mi_idx.movie_id;9.230264663696289;407634243;6.761187314987183;1316006136;8.634000062942505;877926997;[8.708361148834229, 8.752421140670776, 9.175047636032104, 9.22841191291809, 9.230261325836182];[407634243, 353596910, 280372219, 62065079, 462070]
[0, 4, 1, 2, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]mc.movie_id=mi_idx.movie_id;9.094609498977661;407638074;6.65772819519043;1316010393;8.490580558776855;877930992;[8.563301086425781, 8.614490985870361, 9.040893793106079, 9.092675685882568, 9.094605922698975];[407638074, 353600711, 280375793, 62068648, 465112]
[0, 4, 1, 2, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]mc.movie_id=mi_idx.movie_id;9.297455072402954;407633862;6.881007432937622;1316005795;8.702858686447144;877926616;[8.765928030014038, 8.81681513786316, 9.242354393005371, 9.295653581619263, 9.297451734542847];[407633862, 353596633, 280371831, 62064802, 461150]
[2, 0, 4, 1, 3];((((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.897130250930786;446167699;6.3572399616241455;1316009401;8.151390075683594;877930024;[8.706791162490845, 8.748523950576782, 8.885102272033691, 8.896010637283325, 8.897126913070679];[446167699, 251686220, 146659119, 19284072, 465121]
[2, 0, 4, 1, 3];((((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.868774175643921;446169004;6.374821901321411;1316011092;8.141995668411255;877931266;[8.68325161933899, 8.725085496902466, 8.857284307479858, 8.867671728134155, 8.868770837783813];[446169004, 251687525, 146660303, 19285256, 466936]
[2, 0, 4, 1, 3];((((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;9.957858085632324;446163978;7.40472936630249;1316004663;9.214239597320557;877926086;[9.770307064056396, 9.812601089477539, 9.946165323257446, 9.956710577011108, 9.957854986190796];[446163978, 251682499, 146655282, 19280177, 461398]
[2, 0, 4, 1, 3];((((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;9.117888927459717;446165404;6.510599136352539;1316006325;8.354830503463745;877927358;[8.929269552230835, 8.976846933364868, 9.105238676071167, 9.116666316986084, 9.11788535118103];[446165404, 251683925, 146656766, 19281719, 462703]
[2, 0, 4, 1, 3];((((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.935091018676758;446170849;6.363924264907837;1316013521;8.186567783355713;877933703;[8.746365308761597, 8.78893518447876, 8.92299222946167, 8.933947086334229, 8.93508768081665];[446170849, 251689307, 146662206, 19287159, 467969]
[1, 2, 3, 4, 0];((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)[XS]mc.movie_id=mi_idx.movie_id));9.39434027671814;444029472;6.599870204925537;1316006805;8.338454246520996;877927220;[8.827362060546875, 9.154611110687256, 9.28350019454956, 9.39127779006958, 9.394336462020874];[444029472, 441814349, 308468708, 176334642, 494028]
[1, 2, 3, 4, 0];((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)[XS]mc.movie_id=mi_idx.movie_id));9.126835107803345;444032361;6.256971120834351;1316009472;8.055114030838013;877930030;[8.562555074691772, 8.886342763900757, 9.018826723098755, 9.123656988143921, 9.126831293106079];[444032361, 441817289, 308471653, 176337529, 496915]
[1, 2, 3, 4, 0];((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)[XS]mc.movie_id=mi_idx.movie_id));9.552000284194946;444029059;6.672642230987549;1316005879;8.47253680229187;877926853;[8.97571611404419, 9.30659532546997, 9.437848806381226, 9.548772811889648, 9.551996231079102];[444029059, 441814045, 308468339, 176334331, 493659]
[1, 2, 3, 4, 0];((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)[XS]mc.movie_id=mi_idx.movie_id));9.309251308441162;444028123;6.464771509170532;1316004813;8.22395944595337;877925704;[8.730245590209961, 9.062391519546509, 9.192471027374268, 9.305725336074829, 9.309247255325317];[444028123, 441813109, 308467526, 176333402, 492730]
[1, 2, 3, 4, 0];((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X](((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]mi_idx)[XS]mc.movie_id=mi_idx.movie_id));9.473574876785278;444028582;6.624528408050537;1316004925;8.387885093688965;877926044;[8.893569707870483, 9.229444742202759, 9.360780239105225, 9.47037148475647, 9.473571062088013];[444028582, 441813457, 308467816, 176333808, 493194]
[4, 0, 2, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.955009937286377;408707605;6.627453565597534;1316004246;8.412198066711426;877925661;[8.494894742965698, 8.520005226135254, 8.931715726852417, 8.953699350357056, 8.95500659942627];[408707605, 343919549, 278116335, 65552211, 460650]
[4, 0, 2, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;9.299028158187866;408712473;7.002871990203857;1316009375;8.759501934051514;877930698;[8.842435598373413, 8.867258310317993, 9.276068210601807, 9.297752380371094, 9.2990243434906];[408712473, 343924590, 278121436, 65557375, 465872]
[4, 0, 2, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.991350173950195;408711989;6.624794006347656;1316009377;8.430737733840942;877930204;[8.531157493591309, 8.55542802810669, 8.968473672866821, 8.989890813827515, 8.991346836090088];[408711989, 343924025, 278120811, 65556803, 464435]
[4, 0, 2, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.84864354133606;408706938;6.519551038742065;1316003918;8.303059339523315;877924994;[8.386607646942139, 8.410829544067383, 8.825640439987183, 8.847337484359741, 8.848639965057373];[408706938, 343919138, 278116040, 65552032, 460418]
[4, 0, 2, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;9.067935466766357;408712112;6.741220712661743;1316009350;8.509535312652588;877930390;[8.594017744064331, 8.618397951126099, 9.044392108917236, 9.066611528396606, 9.067931652069092];[408712112, 343924360, 278121204, 65557083, 465522]
[0, 2, 4, 3, 1];((((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx)))[XS]t.id=mc.movie_id;9.18608021736145;407632061;6.647501230239868;1316003457;8.443308115005493;877924820;[8.504853963851929, 9.013580083847046, 9.174205780029297, 9.184987306594849, 9.186076879501343];[407632061, 390999738, 146653938, 19952580, 460675]
[0, 2, 4, 3, 1];((((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx)))[XS]t.id=mc.movie_id;8.982813358306885;407638580;6.477899074554443;1316010778;8.239485502243042;877931392;[8.302830934524536, 8.816722393035889, 8.971150159835815, 8.981714963912964, 8.982810258865356];[407638580, 391006569, 146660769, 19959411, 467390]
[0, 2, 4, 3, 1];((((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx)))[XS]t.id=mc.movie_id;9.094472885131836;407632899;6.584558010101318;1316004511;8.351251363754272;877925706;[8.413136959075928, 8.931001663208008, 9.08223843574524, 9.093332052230835, 9.09446930885315];[407632899, 391000592, 146654792, 19953376, 461466]
[0, 2, 4, 3, 1];((((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx)))[XS]t.id=mc.movie_id;8.926874160766602;407634746;6.430492877960205;1316006612;8.189751386642456;877927683;[8.25161337852478, 8.766638040542603, 8.915228843688965, 8.92572569847107, 8.926870822906494];[407634746, 391002299, 146656499, 19955141, 463178]
[0, 2, 4, 3, 1];((((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%))[X]((it[s]it.info[in]['bottom 10 rank'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]mi_idx)))[XS]t.id=mc.movie_id;8.893396854400635;407633968;6.409455299377441;1316005580;8.170790672302246;877926833;[8.229440927505493, 8.733099699020386, 8.88096570968628, 8.892274141311646, 8.893393516540527];[407633968, 391001683, 146655883, 19954525, 462620]
[4, 2, 0, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.70554780960083;408711572;6.392488956451416;1316009095;8.167667150497437;877929850;[8.249816417694092, 8.659467697143555, 8.682874917984009, 8.704276084899902, 8.705544471740723];[408711572, 333286197, 179305922, 65556709, 464664]
[4, 2, 0, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.527364730834961;408711444;6.22079610824585;1316008626;7.986246347427368;877929674;[8.066958904266357, 8.480283737182617, 8.503827095031738, 8.526092529296875, 8.527361392974854];[408711444, 333286186, 179305752, 65556539, 464610]
[4, 2, 0, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.83872675895691;408712766;6.5031068325042725;1316010926;8.289672136306763;877931053;[8.373055458068848, 8.792880535125732, 8.81612229347229, 8.837444543838501, 8.838723182678223];[408712766, 333287286, 179307011, 65557798, 465874]
[4, 2, 0, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.683757305145264;408712393;6.379111289978027;1316009845;8.150749206542969;877930555;[8.234777212142944, 8.637308835983276, 8.661089181900024, 8.682517290115356, 8.683753967285156];[408712393, 333286950, 179306733, 65557462, 465301]
[4, 2, 0, 1, 3];(((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[X]((ct[s]ct.kind[in]['production companies'])[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[XS]mc.movie_id=mi_idx.movie_id;8.760385990142822;408711559;6.460577726364136;1316008794;8.210701704025269;877929731;[8.296452045440674, 8.71410059928894, 8.738159418106079, 8.759105682373047, 8.760382652282715];[408711559, 333286275, 179306005, 65556792, 464807]
[3, 4, 0, 1, 2];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]mi_idx))))[XS]t.id=mi_idx.movie_id;9.082618474960327;790373854;6.455658197402954;1316007737;8.295055627822876;877928416;[8.569308996200562, 8.634466886520386, 8.637022018432617, 9.081190347671509, 9.08261513710022];[790373854, 528398013, 212521312, 269101289, 463466]
[3, 4, 0, 1, 2];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]mi_idx))))[XS]t.id=mi_idx.movie_id;9.114750385284424;790375816;6.552653789520264;1316010178;8.335702657699585;877930726;[8.610997676849365, 8.672048330307007, 8.674739122390747, 9.113279104232788, 9.114746809005737];[790375816, 528399975, 212523332, 269103309, 465936]
[3, 4, 0, 1, 2];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]mi_idx))))[XS]t.id=mi_idx.movie_id;9.257691621780396;790372172;6.690775632858276;1316005832;8.47028398513794;877926469;[8.752368688583374, 8.812015295028687, 8.814680576324463, 9.256258249282837, 9.257688045501709];[790372172, 528396215, 212519572, 269099549, 461712]
[3, 4, 0, 1, 2];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]mi_idx))))[XS]t.id=mi_idx.movie_id;9.402267932891846;790370599;6.880791664123535;1316003812;8.6346435546875;877924936;[8.909567832946777, 8.971641302108765, 8.97422194480896, 9.4008629322052, 9.40226435661316];[790370599, 528394758, 212518115, 269098092, 460675]
[3, 4, 0, 1, 2];((((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X]((ct[s]ct.kind[in]['production companies'])[X]((it[s]it.info[in]['bottom 10 rank'])[X]((mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)[X]mi_idx))))[XS]t.id=mi_idx.movie_id;9.085177421569824;790372359;6.530670166015625;1316005589;8.294403314590454;877926845;[8.587661743164062, 8.649419069290161, 8.652094841003418, 9.08372688293457, 9.085173845291138];[790372359, 528396518, 212519933, 269099910, 461848]
[4, 1, 0, 3, 2];((((ct[s]ct.kind[in]['production companies'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]t.id=mi_idx.movie_id;9.293460130691528;408706052;6.6393914222717285;1316003134;8.479922771453857;877924214;[8.573497295379639, 9.077276945114136, 9.236976385116577, 9.291712045669556, 9.293456315994263];[408706052, 380261301, 141315297, 62062614, 459916]
[4, 1, 0, 3, 2];((((ct[s]ct.kind[in]['production companies'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]t.id=mi_idx.movie_id;10.764486074447632;408717210;7.888852596282959;1316015292;9.85024642944336;877935372;[9.971486330032349, 10.531954765319824, 10.704185009002686, 10.762683629989624, 10.764482498168945];[408717210, 380271970, 141326024, 62073283, 469720]
[4, 1, 0, 3, 2];((((ct[s]ct.kind[in]['production companies'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]t.id=mi_idx.movie_id;10.008729934692383;408708480;7.37561297416687;1316005494;9.240916013717651;877926589;[9.322215557098389, 9.804855346679688, 9.952350378036499, 10.007272958755493, 10.008726358413696];[408708480, 380263707, 141317761, 62065078, 461568]
[4, 1, 0, 3, 2];((((ct[s]ct.kind[in]['production companies'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]t.id=mi_idx.movie_id;9.03740382194519;408714121;6.48079776763916;1316012322;8.272378206253052;877932505;[8.354055166244507, 8.835723876953125, 8.982311010360718, 9.035930871963501, 9.037400484085083];[408714121, 380269219, 141323273, 62070532, 467428]
[4, 1, 0, 3, 2];((((ct[s]ct.kind[in]['production companies'])[X](((t[s]t.production_year[>=]2005)[s]t.production_year[<=]2010)[X](mc[s]mc.note[not-like]%(as Metro-Goldwyn-Mayer Pictures)%)))[X]((it[s]it.info[in]['bottom 10 rank'])[X]mi_idx))[XS]t.id=mi_idx.movie_id;9.329209089279175;408713413;6.742962837219238;1316011098;8.562695026397705;877931686;[8.65681004524231, 9.137524127960205, 9.275672674179077, 9.327332496643066, 9.329205513000488];[408713413, 380268342, 141322338, 62069597, 466145]
